Timestamp,Ultrasonic Distance,Water Temperature,Air Temperature,Humidity,Water Flow
7/11/2024 11:56,102.2319521,24.98437856,29.12538044,81.65390104,10.05914385
7/11/2024 12:06,108.5322673,26.13641415,19.5573421,57.24528311,9.78551936
7/11/2024 12:16,96.62457109,29.80502915,16.83330275,55.14855163,9.855463711
7/11/2024 12:26,95.43318684,28.67575588,29.11715478,43.7611876,10.28088629
7/11/2024 12:36,98.2733207,20.96185454,22.71709342,50.11987945,10.18183844
7/11/2024 12:46,97.53133727,25.73084927,20.2849156,65.09600772,9.50522006
7/11/2024 12:56,101.3892063,22.62856601,20.88813656,78.19056497,9.68484849
7/11/2024 13:06,94.73216393,26.93067272,22.51056332,62.29536601,10.64944983
7/11/2024 13:16,94.09048583,24.2226994,23.33666348,60.13901019,10.47521163
7/11/2024 13:26,95.96651033,19.67674374,21.8950295,42.27142708,9.9174031
7/11/2024 13:36,105.1787434,41.17434596,24.41573799,42.28924408,9.244894558
7/11/2024 13:46,97.29605898,24.37928259,21.67260016,30.91602944,9.679085178
7/11/2024 13:56,109.1119095,22.3709891,21.03048544,92.53296618,9.395255892
7/11/2024 14:06,97.5213776,26.55250697,22.29353629,63.9601484,10.13019444
7/11/2024 14:16,95.19950772,23.46506122,21.16971038,71.43969407,9.799301689
7/11/2024 14:26,92.43352839,50.90033582,22.85619265,74.69740012,10.21881006
7/11/2024 14:36,102.2860602,23.96302596,23.0400011,58.73967286,10.62024271
7/11/2024 14:46,95.93029924,22.76178651,20.8284947,60.71439234,9.7414709
7/11/2024 14:56,110.876325,21.67211805,24.71793701,50.7735145,9.647103643
7/11/2024 15:06,106.2520005,23.21925312,14.76521563,57.73030637,10.2813132
7/11/2024 15:16,113.9433889,27.32554842,20.11931096,53.22787263,9.135911203
7/11/2024 15:26,262.4888405,21.75219343,19.93574252,72.49100322,9.914930127
7/11/2024 15:36,102.4268817,23.23965121,23.03826027,71.18133764,11.05627486
7/11/2024 15:46,99.2192691,39.36079196,18.57123449,65.7618957,10.49430373
7/11/2024 15:56,96.68500047,27.82811477,22.3463236,50.59535273,9.363113397
7/11/2024 16:06,95.50468427,22.93301921,17.61499576,70.7833935,0.129772266
7/11/2024 16:16,98.73177718,23.97073205,20.78086783,45.45466113,9.637475677
7/11/2024 16:26,95.02181322,34.82994118,29.15831632,52.24422584,9.905532019
7/11/2024 16:36,100.4755834,25.86694883,23.79750643,51.06311239,9.462410016
7/11/2024 16:46,99.96409188,24.58977336,19.00874158,87.01359933,9.502099393
7/11/2024 16:56,104.6934715,26.231223,22.81311535,42.75225258,9.371782006
7/11/2024 17:06,105.486091,26.13933183,8.624698511,60.96196522,10.02240939
7/11/2024 17:16,101.9209241,25.73826933,21.96475037,38.67133828,11.13835854
7/11/2024 17:26,98.1248216,22.25215381,25.80468366,93.17943452,9.551690751
7/11/2024 17:36,110.8995002,25.54917841,23.32159795,74.30093856,10.14719013
7/11/2024 17:46,95.30606137,37.27483142,26.16100281,52.91315034,10.23454188
7/11/2024 17:56,105.550795,24.05427466,22.69477658,96.91090654,10.083903
7/11/2024 18:06,93.57595618,28.47544281,24.95841726,52.67354177,0.796585398
7/11/2024 18:16,100.6430044,25.16136142,10.48334592,68.32756232,9.356632138
7/11/2024 18:26,101.6779281,25.17552833,21.12140896,42.49676912,10.83646606
7/11/2024 18:36,99.8722517,37.19688835,22.20655155,52.77837898,10.61267548
7/11/2024 18:46,97.5653975,38.54576365,22.73476967,57.10305492,10.07677363
7/11/2024 18:56,97.7626516,23.85591573,21.82027946,99.71020597,9.578225862
7/11/2024 19:06,94.43677038,40.85916038,18.86105372,59.74507061,10.44175956
7/11/2024 19:16,92.62287948,26.09502282,21.54301669,41.53592639,9.463703882
7/11/2024 19:26,104.4553746,22.01245825,25.58351343,65.09908342,10.10172928
7/11/2024 19:36,305.2811231,25.88574926,22.9981324,35.85564742,9.022941185
7/11/2024 19:46,106.4182653,29.20079192,24.52957479,57.37421054,9.784926243
7/11/2024 19:56,228.8822131,24.58890286,24.04828617,35.85121193,9.555949149
7/11/2024 20:06,95.43389468,24.00171462,18.14144991,64.90775596,10.24491344
7/11/2024 20:16,96.60261234,25.90655429,11.27115333,53.22244826,9.81683127
7/11/2024 20:26,97.55668064,24.15658286,22.74867111,63.48687684,10.4884277
7/11/2024 20:36,99.75899293,24.86862491,10.87124327,56.05869502,10.65003252
7/11/2024 20:46,95.08950284,22.53424432,18.28330889,52.52633916,10.05370518
7/11/2024 20:56,106.8901336,26.4995739,23.06039215,52.25066475,9.059420424
7/11/2024 21:06,113.5856673,19.93343838,17.53361144,81.18716339,10.04546625
7/11/2024 21:16,101.7139306,23.31030784,23.35033925,64.99279155,9.34335812
7/11/2024 21:26,95.37427875,25.24227497,25.38854662,72.98674389,9.859354194
7/11/2024 21:36,99.78620343,21.96512347,18.61632457,54.86868988,10.51623828
7/11/2024 21:46,89.07722746,28.98053931,22.2929831,51.77927413,9.638966295
7/11/2024 21:56,101.6854826,22.81199405,20.35992147,64.36509965,9.995219414
7/11/2024 22:06,96.0803108,22.59638705,21.11114379,64.94484163,9.929607567
7/11/2024 22:16,102.9152459,27.55258737,22.42217855,53.09972355,0.997295929
7/11/2024 22:26,100.7163424,25.58799599,21.21275412,48.27958141,9.849639353
7/11/2024 22:36,96.10370029,26.42917749,16.87876807,42.78508034,10.09968332
7/11/2024 22:46,107.6088752,25.09743203,22.59026842,74.93145345,10.30775503
7/11/2024 22:56,97.01601821,23.90313241,16.98185795,67.40950095,10.3047571
7/11/2024 23:06,156.6783519,27.34050753,20.56789799,41.70236249,9.492452764
7/11/2024 23:16,104.9181591,25.51583873,21.2332765,56.2302575,9.806581668
7/11/2024 23:26,105.3534026,33.1473445,19.99910871,61.42522302,11.3910221
7/11/2024 23:36,102.1742352,26.6023503,23.07197435,41.85353035,10.32016873
7/11/2024 23:46,102.5065901,26.09814695,20.98393934,39.55083941,10.55401809
7/11/2024 23:56,128.8108883,24.65909682,23.162011,47.38729714,9.495945047
7/12/2024 0:06,104.2836352,27.00015282,18.86595014,51.07153706,9.628323772
7/12/2024 0:16,97.16590151,21.83041346,22.88713402,37.91217297,-0.187702899
7/12/2024 0:26,101.9045139,38.302205,19.26862038,61.03832574,10.08252053
7/12/2024 0:36,100.623479,28.05484198,20.06046859,45.42533946,9.98876288
7/12/2024 0:46,101.7741098,23.13091531,19.34942406,46.0967035,9.713412594
7/12/2024 0:56,95.02393214,25.56445358,27.1136651,39.99685,9.761608713
7/12/2024 1:06,97.72084461,25.056466,26.28285841,61.83246269,10.04783707
7/12/2024 1:16,99.20096099,24.97641853,12.55694083,49.3584235,9.514477631
7/12/2024 1:26,99.20224682,24.38993309,24.24589272,59.64247797,9.393342878
7/12/2024 1:36,93.17570176,35.07894898,20.93492555,60.57052148,9.701030309
7/12/2024 1:46,106.44108,25.86081226,20.33670557,57.31414662,10.65420017
7/12/2024 1:56,101.6378643,25.88348159,20.60135341,38.61581431,10.87378037
7/12/2024 2:06,223.2441652,26.20442941,18.07671277,44.91020079,10.68177412
7/12/2024 2:16,111.4033794,22.99853306,23.3041376,54.59849944,9.63936734
7/12/2024 2:26,109.03701,24.2976325,24.74349752,103.3194026,10.80735749
7/12/2024 2:36,107.8223946,24.59407044,23.95408409,42.31782623,10.10742501
7/12/2024 2:46,99.11871787,28.29217512,20.32256851,66.02665191,10.65138388
7/12/2024 2:56,103.941171,24.44654464,21.58815848,42.30594039,10.15646521
7/12/2024 3:06,101.5235271,22.84721135,24.26381786,51.25592243,8.886539946
7/12/2024 3:16,102.5778165,33.73606526,25.21636252,78.51158611,9.761515137
7/12/2024 3:26,97.99538396,24.71074677,22.74143213,41.09197955,10.25725965
7/12/2024 3:36,103.0899245,27.49568966,16.5170098,68.83836457,9.661537446
7/12/2024 3:46,113.1136741,25.16225095,18.55092031,71.90085047,9.251594082
7/12/2024 3:56,106.108813,26.6140813,22.70522963,75.4062358,10.58313981
7/12/2024 4:06,101.7066904,24.91116689,24.36584322,49.95715918,9.11285157
7/12/2024 4:16,100.6263477,25.19440255,26.51998386,70.34711023,0.383009632
7/12/2024 4:26,100.8064137,25.24824573,22.04129654,45.2410428,10.05100965
7/11/2024 12:05,95.23524261,24.22884555,29.12731513,53.07135989,11.33021728
7/11/2024 12:15,90.36689888,25.27649856,26.67768882,102.1799166,10.40086399
7/11/2024 12:25,99.15561536,21.5830429,21.97927222,48.54155284,9.875607835
7/11/2024 12:35,102.366658,27.29678119,25.99633605,33.84176811,9.669365334
7/11/2024 12:45,93.47423575,23.76244157,22.72779939,41.57940572,9.070926127
7/11/2024 12:55,99.2705104,20.84051984,12.9328435,66.96174927,9.997957775
7/11/2024 13:05,103.9154106,24.00343203,23.29031571,52.76186465,2.176645802
7/11/2024 13:15,94.9721145,28.51747761,22.92016255,69.00443628,10.13970224
7/11/2024 13:25,116.6844391,27.29457763,22.79454859,62.82796571,10.03820975
7/11/2024 13:35,178.0874742,25.01290788,21.972024,54.04071222,9.365868463
7/11/2024 13:45,101.5514348,25.38368112,10.38907983,67.31577102,10.52018657
7/11/2024 13:55,97.33306837,27.11846127,21.19222706,46.49508105,9.779069301
7/11/2024 14:05,297.4296169,25.10837459,20.11929291,56.41623951,10.74766865
7/11/2024 14:15,141.4803805,25.24300212,25.36626386,47.6453899,9.536902449
7/11/2024 14:25,95.01158339,20.70677852,17.6417092,49.45173583,10.52871982
7/11/2024 14:35,100.546583,23.8905552,19.31775358,63.11285588,10.48546714
7/11/2024 14:45,97.00016521,27.66917746,23.13295526,40.8814935,10.09358818
7/11/2024 14:55,97.79933069,26.27478131,23.47146011,77.81667648,10.77819659
7/11/2024 15:05,94.44860922,24.07894236,20.57070875,48.31796902,9.582208248
7/11/2024 15:15,100.5263526,27.61832604,20.97829019,37.02788839,9.651823376
7/11/2024 15:25,89.33891266,25.27649065,23.7639979,55.47470086,9.90323641
7/11/2024 15:35,98.82483314,32.93155771,17.43837347,66.69260736,10.29806571
7/11/2024 15:45,98.98303708,26.20705642,24.37522374,46.64434047,9.910099263
7/11/2024 15:55,103.6993219,24.16201449,22.12144359,40.46667764,9.881676812
7/11/2024 16:05,104.4418132,24.40599827,19.94121745,43.05909166,0.684218147
7/11/2024 16:15,110.1774496,28.82516262,21.41838766,53.84852568,10.30973594
7/11/2024 16:25,102.8496821,25.8456417,27.16577372,74.96963734,9.351619758
7/11/2024 16:35,90.945683,24.33060393,3.462044894,56.39278745,10.29394519
7/11/2024 16:45,206.6631039,24.71600908,20.91652165,43.25196086,10.05798997
7/11/2024 16:55,104.363449,20.71542067,23.94596084,62.67800381,0.958997469
7/11/2024 17:05,99.63089096,27.42810558,20.67847018,48.05651256,9.951322575
7/11/2024 17:15,98.66904537,23.48175489,15.91679529,56.02782994,9.741441688
7/11/2024 17:25,101.2563131,24.65134767,21.49106676,64.24675402,10.4481315
7/11/2024 17:35,97.58246735,23.40191586,21.48154058,62.82029064,9.465409849
7/11/2024 17:45,252.7376112,24.63245629,14.93813082,75.51668682,9.897683767
7/11/2024 17:55,96.61535427,24.71692159,21.05393611,55.43252676,9.935062087
7/11/2024 18:05,107.7470345,38.38903091,22.82641891,42.46669147,10.74327141
7/11/2024 18:15,174.3522335,23.41035509,27.9209355,60.25442995,10.26438689
7/11/2024 18:25,103.2771442,27.93617501,22.0662347,67.45195743,8.971397717
7/11/2024 18:35,95.28559843,24.47702241,21.37173679,57.18037512,10.03172441
7/11/2024 18:45,102.7390809,25.52579134,20.00085772,62.8065587,9.107261818
7/11/2024 18:55,91.93903139,23.78695762,20.41458148,62.96728179,9.757335939
7/11/2024 19:05,196.0915168,26.39621329,19.49634097,44.47694585,9.393848273
7/11/2024 19:15,100.1686582,26.40260159,25.38842801,61.64944443,9.88562444
7/11/2024 19:25,97.9693887,27.98169844,22.71044258,65.85924912,8.719152938
7/11/2024 19:35,95.82405723,25.19899347,20.39041768,79.6215476,9.263814327
7/11/2024 19:45,99.53254473,22.24706433,17.45910484,50.72026046,9.623590026
7/11/2024 19:55,101.1715904,25.27357846,20.94589554,78.82152131,9.908822498
7/11/2024 20:05,103.3086865,26.04414486,25.79701957,70.91399469,10.56380861
7/11/2024 20:15,98.90404447,22.82453832,4.464285174,60.44373856,9.417446076
